Slope,Cut,VTR,Bio,,Row,Col
5000,1100,0.394418802,1.056210934,,2,8
5000,1100,0.410691575,0.989896255,,3,8
5000,1100,0.361205334,1.180808981,,4,8
5000,1100,0.445104336,1.009465523,,5,8
5000,1100,0.510021955,1.317663113,,6,8
5000,1100,0.461759117,1.355631228,,7,8
5000,1100,0.392996701,1.030730227,,8,8
5000,1100,0.401426196,0.866063142,,9,8
5000,1100,0.509833254,1.167505415,,10,8
5000,1100,0.365765332,0.956977746,,11,8
5000,1100,0.533402407,1.346064108,,12,8
5000,1100,0.507574954,1.16722576,,13,8
5000,1100,0.636040452,1.594921729,,14,8
5000,1100,0.482903939,1.267440702,,15,8
5000,1100,0.362513401,0.89488259,,16,8
5000,1100,0.530036354,1.275021429,,17,8
5000,1100,0.452403095,1.204906071,,18,8
5000,1100,0.509869357,1.324232334,,19,8
5000,1100,0.502967782,1.392693068,,20,8
5000,1150,0.391838909,1.194790894,,1,9
5000,1150,0.363590549,1.056210934,,2,9
5000,1150,0.360397331,0.989896255,,3,9
5000,1150,0.347175272,1.180808981,,4,9
5000,1150,0.418356528,1.009465523,,5,9
5000,1150,0.490268267,1.317663113,,6,9
5000,1150,0.440381928,1.355631228,,7,9
5000,1150,0.352198241,1.030730227,,8,9
5000,1150,0.379614414,0.866063142,,9,9
5000,1150,0.421000675,1.167505415,,10,9
5000,1150,0.304619468,0.956977746,,11,9
5000,1150,0.459270009,1.346064108,,12,9
5000,1150,0.456718438,1.16722576,,13,9
5000,1150,0.572239364,1.594921729,,14,9
5000,1150,0.443173846,1.267440702,,15,9
5000,1150,0.342132497,0.89488259,,16,9
5000,1150,0.490039294,1.275021429,,17,9
5000,1150,0.414051298,1.204906071,,18,9
5000,1150,0.466472664,1.324232334,,19,9
5000,1150,0.435159742,1.392693068,,20,9
5000,1200,0.333060575,1.194790894,,1,10
5000,1200,0.267750816,1.056210934,,2,10
5000,1200,0.283165482,0.989896255,,3,10
5000,1200,0.275337353,1.180808981,,4,10
5000,1200,0.291933989,1.009465523,,5,10
5000,1200,0.399230522,1.317663113,,6,10
5000,1200,0.342527513,1.355631228,,7,10
5000,1200,0.274267813,1.030730227,,8,10
5000,1200,0.295120342,0.866063142,,9,10
5000,1200,0.298971008,1.167505415,,10,10
5000,1200,0.182208444,0.956977746,,11,10
5000,1200,0.337239497,1.346064108,,12,10
5000,1200,0.335048158,1.16722576,,13,10
5000,1200,0.465662542,1.594921729,,14,10
5000,1200,0.288499635,1.267440702,,15,10
5000,1200,0.241520127,0.89488259,,16,10
5000,1200,0.33857412,1.275021429,,17,10
5000,1200,0.275722251,1.204906071,,18,10
5000,1200,0.321601539,1.324232334,,19,10
5000,1200,0.254714198,1.392693068,,20,10
5000,1250,0.164917621,1.194790894,,1,11
5000,1250,0.153481731,1.056210934,,2,11
5000,1250,0.115991138,0.989896255,,3,11
5000,1250,0.159783807,1.180808981,,4,11
5000,1250,0.083607714,1.009465523,,5,11
5000,1250,0.251561354,1.317663113,,6,11
5000,1250,0.213137805,1.355631228,,7,11
5000,1250,0.093707082,1.030730227,,8,11
5000,1250,0.176840124,0.866063142,,9,11
5000,1250,0.092623588,1.167505415,,10,11
5000,1250,0.095803121,0.956977746,,11,11
5000,1250,0.101560229,1.346064108,,12,11
5000,1250,0.208945489,1.16722576,,13,11
5000,1250,0.205984066,1.594921729,,14,11
5000,1250,0.087039856,1.267440702,,15,11
5000,1250,0.079007591,0.89488259,,16,11
5000,1250,0.108542212,1.275021429,,17,11
5000,1250,0.086163218,1.204906071,,18,11
5000,1250,0.140799891,1.324232334,,19,11
5000,1250,0.13309317,1.392693068,,20,11
5000,1300,0.041182815,1.194790894,,1,12
5000,1300,0.033537596,1.056210934,,2,12
5000,1300,0.043742058,0.989896255,,3,12
5000,1300,0.032051523,1.180808981,,4,12
5000,1300,0.028909282,1.009465523,,5,12
5000,1300,0.051162104,1.317663113,,6,12
5000,1300,0.050511642,1.355631228,,7,12
5000,1300,0.016970604,1.030730227,,8,12
5000,1300,0.038941224,0.866063142,,9,12
5000,1300,0.03516295,1.167505415,,10,12
5000,1300,0.024293394,0.956977746,,11,12
5000,1300,0.034554073,1.346064108,,12,12
5000,1300,0.056840652,1.16722576,,13,12
5000,1300,0.074564767,1.594921729,,14,12
5000,1300,0.034223852,1.267440702,,15,12
5000,1300,0.02584428,0.89488259,,16,12
5000,1300,0.038614854,1.275021429,,17,12
5000,1300,0.020630554,1.204906071,,18,12
5000,1300,0.061891208,1.324232334,,19,12
5000,1300,0.035599599,1.392693068,,20,12
5000,1350,0.016994955,1.194790894,,1,13
5000,1350,0.014391042,1.056210934,,2,13
5000,1350,0.013658147,0.989896255,,3,13
5000,1350,0.013287684,1.180808981,,4,13
5000,1350,0.009994556,1.009465523,,5,13
5000,1350,0.020005199,1.317663113,,6,13
5000,1350,0.017382559,1.355631228,,7,13
5000,1350,0.007532287,1.030730227,,8,13
5000,1350,0.011034348,0.866063142,,9,13
5000,1350,0.012436637,1.167505415,,10,13
5000,1350,0.009451396,0.956977746,,11,13
5000,1350,0.01116616,1.346064108,,12,13
5000,1350,0.014128789,1.16722576,,13,13
5000,1350,0.018166426,1.594921729,,14,13
5000,1350,0.013567626,1.267440702,,15,13
5000,1350,0.007660959,0.89488259,,16,13
5000,1350,0.013129052,1.275021429,,17,13
5000,1350,0.010679326,1.204906071,,18,13
5000,1350,0.017121648,1.324232334,,19,13
5000,1350,0.015668649,1.392693068,,20,13
5000,1400,0.007152204,1.194790894,,1,14
5000,1400,0.005939861,1.056210934,,2,14
5000,1400,0.006484503,0.989896255,,3,14
5000,1400,0.005715947,1.180808981,,4,14
5000,1400,0.006050944,1.009465523,,5,14
5000,1400,0.007782622,1.317663113,,6,14
5000,1400,0.006217724,1.355631228,,7,14
5000,1400,0.004317071,1.030730227,,8,14
5000,1400,0.006084502,0.866063142,,9,14
5000,1400,0.006510512,1.167505415,,10,14
5000,1400,0.005127404,0.956977746,,11,14
5000,1400,0.006261169,1.346064108,,12,14
5000,1400,0.007791523,1.16722576,,13,14
5000,1400,0.009765079,1.594921729,,14,14
5000,1400,0.006828051,1.267440702,,15,14
5000,1400,0.00427887,0.89488259,,16,14
5000,1400,0.008075889,1.275021429,,17,14
5000,1400,0.005716202,1.204906071,,18,14
5000,1400,0.006701705,1.324232334,,19,14
5000,1400,0.006684965,1.392693068,,20,14
5000,1450,0.004758271,1.194790894,,1,15
5000,1450,0.00441413,1.056210934,,2,15
5000,1450,0.00485996,0.989896255,,3,15
5000,1450,0.004126724,1.180808981,,4,15
5000,1450,0.004952936,1.009465523,,5,15
5000,1450,0.005696684,1.317663113,,6,15
5000,1450,0.005099804,1.355631228,,7,15
5000,1450,0.004116806,1.030730227,,8,15
5000,1450,0.004392808,0.866063142,,9,15
5000,1450,0.005866578,1.167505415,,10,15
5000,1450,0.004290936,0.956977746,,11,15
5000,1450,0.005940714,1.346064108,,12,15
5000,1450,0.005454391,1.16722576,,13,15
5000,1450,0.007323718,1.594921729,,14,15
5000,1450,0.0056577,1.267440702,,15,15
5000,1450,0.004024459,0.89488259,,16,15
5000,1450,0.006117063,1.275021429,,17,15
5000,1450,0.005197566,1.204906071,,18,15
5000,1450,0.005825917,1.324232334,,19,15
5000,1450,0.005964627,1.392693068,,20,15
5000,1500,0.004602642,1.194790894,,1,16
5000,1500,0.004323851,1.056210934,,2,16
5000,1500,0.004469082,0.989896255,,3,16
5000,1500,0.003818357,1.180808981,,4,16
5000,1500,0.004891512,1.009465523,,5,16
5000,1500,0.005305849,1.317663113,,6,16
5000,1500,0.004935242,1.355631228,,7,16
5000,1500,0.004088187,1.030730227,,8,16
5000,1500,0.0042833,0.866063142,,9,16
5000,1500,0.005764838,1.167505415,,10,16
5000,1500,0.004125666,0.956977746,,11,16
5000,1500,0.005893823,1.346064108,,12,16
5000,1500,0.005309871,1.16722576,,13,16
5000,1500,0.006843305,1.594921729,,14,16
5000,1500,0.00546284,1.267440702,,15,16
5000,1500,0.003983278,0.89488259,,16,16
5000,1500,0.00600117,1.275021429,,17,16
5000,1500,0.005166633,1.204906071,,18,16
5000,1500,0.005692556,1.324232334,,19,16
5000,1500,0.005858709,1.392693068,,20,16
7500,0,0.785376984,1.194790894,,1,17
7500,0,0.730010984,1.056210934,,2,17
7500,0,0.759463595,0.989896255,,3,17
7500,0,0.654783414,1.180808981,,4,17
7500,0,0.826180551,1.009465523,,5,17
7500,0,0.920535144,1.317663113,,6,17
7500,0,0.848257098,1.355631228,,7,17
7500,0,0.712321398,1.030730227,,8,17
7500,0,0.730592335,0.866063142,,9,17
7500,0,0.964293059,1.167505415,,10,17
7500,0,0.696451783,0.956977746,,11,17
7500,0,0.990859955,1.346064108,,12,17
7500,0,0.922656254,1.16722576,,13,17
7500,0,1.164748366,1.594921729,,14,17
7500,0,0.91897566,1.267440702,,15,17
7500,0,0.670011322,0.89488259,,16,17
7500,0,1.003990524,1.275021429,,17,17
7500,0,0.86534791,1.204906071,,18,17
7500,0,0.980494161,1.324232334,,19,17
7500,0,1.00483832,1.392693068,,20,17
7500,250,0.78210591,1.194790894,,1,18
7500,250,0.725727449,1.056210934,,2,18
7500,250,0.755831213,0.989896255,,3,18
7500,250,0.65247572,1.180808981,,4,18
7500,250,0.82287966,1.009465523,,5,18
7500,250,0.9171782,1.317663113,,6,18
7500,250,0.845080357,1.355631228,,7,18
7500,250,0.710696118,1.030730227,,8,18
7500,250,0.727285207,0.866063142,,9,18
7500,250,0.958986538,1.167505415,,10,18
7500,250,0.693137362,0.956977746,,11,18
7500,250,0.986051838,1.346064108,,12,18
7500,250,0.918949406,1.16722576,,13,18
7500,250,1.158798896,1.594921729,,14,18
7500,250,0.914629671,1.267440702,,15,18
7500,250,0.667116038,0.89488259,,16,18
7500,250,0.997734327,1.275021429,,17,18
7500,250,0.860964949,1.204906071,,18,18
7500,250,0.976991341,1.324232334,,19,18
7500,250,1.001597347,1.392693068,,20,18
7500,500,0.760601178,1.194790894,,1,19
7500,500,0.702409115,1.056210934,,2,19
7500,500,0.734227583,0.989896255,,3,19
7500,500,0.634531049,1.180808981,,4,19
7500,500,0.798802865,1.009465523,,5,19
7500,500,0.895875805,1.317663113,,6,19
7500,500,0.822380981,1.355631228,,7,19
7500,500,0.698175744,1.030730227,,8,19
7500,500,0.707774307,0.866063142,,9,19
7500,500,0.927811333,1.167505415,,10,19
7500,500,0.672205686,0.956977746,,11,19
7500,500,0.958037308,1.346064108,,12,19
7500,500,0.897941375,1.16722576,,13,19
7500,500,1.127187174,1.594921729,,14,19
7500,500,0.884614099,1.267440702,,15,19
7500,500,0.646273071,0.89488259,,16,19
7500,500,0.966230548,1.275021429,,17,19
7500,500,0.836190384,1.204906071,,18,19
7500,500,0.953842255,1.324232334,,19,19
7500,500,0.97681968,1.392693068,,20,19
7500,665,0.736157689,1.194790894,,1,20
7500,665,0.680556539,1.056210934,,2,20
7500,665,0.709866497,0.989896255,,3,20
7500,665,0.6137799,1.180808981,,4,20
7500,665,0.774816276,1.009465523,,5,20
7500,665,0.873105004,1.317663113,,6,20
7500,665,0.7983747,1.355631228,,7,20
7500,665,0.681101944,1.030730227,,8,20
7500,665,0.685148002,0.866063142,,9,20
7500,665,0.900252408,1.167505415,,10,20
7500,665,0.650569518,0.956977746,,11,20
7500,665,0.926742094,1.346064108,,12,20
7500,665,0.876347358,1.16722576,,13,20
7500,665,1.094341777,1.594921729,,14,20
7500,665,0.857559921,1.267440702,,15,20
7500,665,0.627532493,0.89488259,,16,20
7500,665,0.936333585,1.275021429,,17,20
7500,665,0.804664286,1.204906071,,18,20
7500,665,0.924524887,1.324232334,,19,20
7500,665,0.95025911,1.392693068,,20,20
7500,750,0.71931322,1.194790894,,1,21
7500,750,0.665017391,1.056210934,,2,21
7500,750,0.697231893,0.989896255,,3,21
7500,750,0.602607238,1.180808981,,4,21
7500,750,0.756473918,1.009465523,,5,21
7500,750,0.855262024,1.317663113,,6,21
7500,750,0.783847775,1.355631228,,7,21
7500,750,0.668344878,1.030730227,,8,21
7500,750,0.670055951,0.866063142,,9,21
7500,750,0.880606622,1.167505415,,10,21
7500,750,0.639164406,0.956977746,,11,21
7500,750,0.910395846,1.346064108,,12,21
7500,750,0.859504569,1.16722576,,13,21
7500,750,1.074082565,1.594921729,,14,21
7500,750,0.837200898,1.267440702,,15,21
7500,750,0.61355216,0.89488259,,16,21
7500,750,0.914457579,1.275021429,,17,21
7500,750,0.789211545,1.204906071,,18,21
7500,750,0.907852745,1.324232334,,19,21
7500,750,0.929183127,1.392693068,,20,21
7500,1000,0.668153351,1.194790894,,1,22
7500,1000,0.617121121,1.056210934,,2,22
7500,1000,0.647645045,0.989896255,,3,22
7500,1000,0.562412145,1.180808981,,4,22
7500,1000,0.699420633,1.009465523,,5,22
7500,1000,0.796179668,1.317663113,,6,22
7500,1000,0.724671829,1.355631228,,7,22
7500,1000,0.620058604,1.030730227,,8,22
7500,1000,0.623922992,0.866063142,,9,22
7500,1000,0.81987125,1.167505415,,10,22
7500,1000,0.589284157,0.956977746,,11,22
7500,1000,0.846779185,1.346064108,,12,22
7500,1000,0.803246118,1.16722576,,13,22
7500,1000,0.994237176,1.594921729,,14,22
7500,1000,0.77600169,1.267440702,,15,22
7500,1000,0.571465568,0.89488259,,16,22
7500,1000,0.844527177,1.275021429,,17,22
7500,1000,0.727845453,1.204906071,,18,22
7500,1000,0.828674405,1.324232334,,19,22
7500,1000,0.858773179,1.392693068,,20,22
7500,1050,0.65456695,1.194790894,,1,23
7500,1050,0.603474764,1.056210934,,2,23
7500,1050,0.63211266,0.989896255,,3,23
7500,1050,0.555283783,1.180808981,,4,23
7500,1050,0.689452363,1.009465523,,5,23
7500,1050,0.785139981,1.317663113,,6,23
7500,1050,0.713739458,1.355631228,,7,23
7500,1050,0.609797878,1.030730227,,8,23
7500,1050,0.611307539,0.866063142,,9,23
7500,1050,0.806271583,1.167505415,,10,23
7500,1050,0.578237972,0.956977746,,11,23
7500,1050,0.833661673,1.346064108,,12,23
7500,1050,0.782878904,1.16722576,,13,23
7500,1050,0.977100575,1.594921729,,14,23
7500,1050,0.757642063,1.267440702,,15,23
7500,1050,0.560510987,0.89488259,,16,23
7500,1050,0.830309625,1.275021429,,17,23
7500,1050,0.71050229,1.204906071,,18,23
7500,1050,0.810694436,1.324232334,,19,23
7500,1050,0.825416676,1.392693068,,20,23
7500,1100,0.635849804,1.194790894,,1,24
7500,1100,0.590347276,1.056210934,,2,24
7500,1100,0.614648207,0.989896255,,3,24
7500,1100,0.540893651,1.180808981,,4,24
7500,1100,0.666378606,1.009465523,,5,24
7500,1100,0.763741335,1.317663113,,6,24
7500,1100,0.691286776,1.355631228,,7,24
7500,1100,0.588432556,1.030730227,,8,24
7500,1100,0.601080812,0.866063142,,9,24
7500,1100,0.762421246,1.167505415,,10,24
7500,1100,0.546470818,0.956977746,,11,24
7500,1100,0.798205859,1.346064108,,12,24
7500,1100,0.759377265,1.16722576,,13,24
7500,1100,0.951874118,1.594921729,,14,24
7500,1100,0.722300321,1.267440702,,15,24
7500,1100,0.542726423,0.89488259,,16,24
7500,1100,0.792620728,1.275021429,,17,24
7500,1100,0.676740272,1.204906071,,18,24
7500,1100,0.761469476,1.324232334,,19,24
7500,1100,0.74912514,1.392693068,,20,24
7500,1150,0.5852887,1.194790894,,1,25
7500,1150,0.542835855,1.056210934,,2,25
7500,1150,0.536479554,0.989896255,,3,25
7500,1150,0.519695652,1.180808981,,4,25
7500,1150,0.625780165,1.009465523,,5,25
7500,1150,0.73385912,1.317663113,,6,25
7500,1150,0.658600894,1.355631228,,7,25
7500,1150,0.525776829,1.030730227,,8,25
7500,1150,0.568122119,0.866063142,,9,25
7500,1150,0.624252098,1.167505415,,10,25
7500,1150,0.449346594,0.956977746,,11,25
7500,1150,0.683980415,1.346064108,,12,25
7500,1150,0.680084891,1.16722576,,13,25
7500,1150,0.853616299,1.594921729,,14,25
7500,1150,0.660576308,1.267440702,,15,25
7500,1150,0.511544811,0.89488259,,16,25
7500,1150,0.730592626,1.275021429,,17,25
7500,1150,0.617165434,1.204906071,,18,25
7500,1150,0.693397301,1.324232334,,19,25
7500,1150,0.642157534,1.392693068,,20,25
7500,1200,0.493529386,1.194790894,,1,26
7500,1200,0.39338256,1.056210934,,2,26
7500,1200,0.415772156,0.989896255,,3,26
7500,1200,0.409801865,1.180808981,,4,26
7500,1200,0.430121525,1.009465523,,5,26
7500,1200,0.594865063,1.317663113,,6,26
7500,1200,0.505596501,1.355631228,,7,26
7500,1200,0.403468809,1.030730227,,8,26
7500,1200,0.43826313,0.866063142,,9,26
7500,1200,0.434095117,1.167505415,,10,26
7500,1200,0.257411715,0.956977746,,11,26
7500,1200,0.494075249,1.346064108,,12,26
7500,1200,0.489730467,1.16722576,,13,26
7500,1200,0.688284315,1.594921729,,14,26
7500,1200,0.417918873,1.267440702,,15,26
7500,1200,0.353775989,0.89488259,,16,26
7500,1200,0.494366299,1.275021429,,17,26
7500,1200,0.401044128,1.204906071,,18,26
7500,1200,0.463690116,1.324232334,,19,26
7500,1200,0.359164174,1.392693068,,20,26
7500,1250,0.232097185,1.194790894,,1,27
7500,1250,0.216497853,1.056210934,,2,27
7500,1250,0.15914809,0.989896255,,3,27
7500,1250,0.229996629,1.180808981,,4,27
7500,1250,0.10828951,1.009465523,,5,27
7500,1250,0.366095772,1.317663113,,6,27
7500,1250,0.303697647,1.355631228,,7,27
7500,1250,0.125857804,1.030730227,,8,27
7500,1250,0.254054012,0.866063142,,9,27
7500,1250,0.119390798,1.167505415,,10,27
7500,1250,0.128888296,0.956977746,,11,27
7500,1250,0.132930589,1.346064108,,12,27
7500,1250,0.294386371,1.16722576,,13,27
7500,1250,0.287190095,1.594921729,,14,27
7500,1250,0.110528335,1.267440702,,15,27
7500,1250,0.10507284,0.89488259,,16,27
7500,1250,0.141564078,1.275021429,,17,27
7500,1250,0.112205379,1.204906071,,18,27
7500,1250,0.189324192,1.324232334,,19,27
7500,1250,0.177198252,1.392693068,,20,27
7500,1300,0.049897026,1.194790894,,1,28
7500,1300,0.039456502,1.056210934,,2,28
7500,1300,0.053372507,0.989896255,,3,28
7500,1300,0.03817644,1.180808981,,4,28
7500,1300,0.033071165,1.009465523,,5,28
7500,1300,0.061375802,1.317663113,,6,28
7500,1300,0.062622244,1.355631228,,7,28
7500,1300,0.019011024,1.030730227,,8,28
7500,1300,0.047422103,0.866063142,,9,28
7500,1300,0.040282559,1.167505415,,10,28
7500,1300,0.027833368,0.956977746,,11,28
7500,1300,0.039741006,1.346064108,,12,28
7500,1300,0.071445736,1.16722576,,13,28
7500,1300,0.094378261,1.594921729,,14,28
7500,1300,0.039034259,1.267440702,,15,28
7500,1300,0.030443664,0.89488259,,16,28
7500,1300,0.044607019,1.275021429,,17,28
7500,1300,0.022809288,1.204906071,,18,28
7500,1300,0.076150849,1.324232334,,19,28
7500,1300,0.041241238,1.392693068,,20,28
7500,1350,0.018685603,1.194790894,,1,29
7500,1350,0.015696831,1.056210934,,2,29
7500,1350,0.014684217,0.989896255,,3,29
7500,1350,0.01449766,1.180808981,,4,29
7500,1350,0.010605923,1.009465523,,5,29
7500,1350,0.022019863,1.317663113,,6,29
7500,1350,0.01927517,1.355631228,,7,29
7500,1350,0.007991677,1.030730227,,8,29
7500,1350,0.011898739,0.866063142,,9,29
7500,1350,0.013198156,1.167505415,,10,29
7500,1350,0.009986926,0.956977746,,11,29
7500,1350,0.011857145,1.346064108,,12,29
7500,1350,0.015212683,1.16722576,,13,29
7500,1350,0.019698372,1.594921729,,14,29
7500,1350,0.014345437,1.267440702,,15,29
7500,1350,0.008122257,0.89488259,,16,29
7500,1350,0.013896308,1.275021429,,17,29
7500,1350,0.01137519,1.204906071,,18,29
7500,1350,0.018844213,1.324232334,,19,29
7500,1350,0.017005207,1.392693068,,20,29
7500,1400,0.007464142,1.194790894,,1,30
7500,1400,0.006140219,1.056210934,,2,30
7500,1400,0.006733817,0.989896255,,3,30
7500,1400,0.005956793,1.180808981,,4,30
7500,1400,0.006186939,1.009465523,,5,30
7500,1400,0.008107016,1.317663113,,6,30
7500,1400,0.006369036,1.355631228,,7,30
7500,1400,0.004334054,1.030730227,,8,30
7500,1400,0.006317543,0.866063142,,9,30
7500,1400,0.00658762,1.167505415,,10,30
7500,1400,0.005251028,0.956977746,,11,30
7500,1400,0.006288123,1.346064108,,12,30
7500,1400,0.008123517,1.16722576,,13,30
7500,1400,0.010138953,1.594921729,,14,30
7500,1400,0.00699139,1.267440702,,15,30
7500,1400,0.004303073,0.89488259,,16,30
7500,1400,0.00832923,1.275021429,,17,30
7500,1400,0.005766661,1.204906071,,18,30
7500,1400,0.006805203,1.324232334,,19,30
7500,1400,0.006765921,1.392693068,,20,30
7500,1450,0.004770282,1.194790894,,1,31
7500,1450,0.004420081,1.056210934,,2,31
7500,1450,0.004898414,0.989896255,,3,31
7500,1450,0.004156652,1.180808981,,4,31
7500,1450,0.004956225,1.009465523,,5,31
7500,1450,0.005732358,1.317663113,,6,31
7500,1450,0.005109845,1.355631228,,7,31
7500,1450,0.004118132,1.030730227,,8,31
7500,1450,0.004399723,0.866063142,,9,31
7500,1450,0.005872461,1.167505415,,10,31
7500,1450,0.004303218,0.956977746,,11,31
7500,1450,0.005942837,1.346064108,,12,31
7500,1450,0.005465094,1.16722576,,13,31
7500,1450,0.007368564,1.594921729,,14,31
7500,1450,0.005670868,1.267440702,,15,31
